5kV,10kV,15kV,20kV,25kV,30kV,Contamination_Rate,,,5_s,10_s,15_s,20_s,25_s,30_s
0.034285714,0.058823529,0.16,0.212,0.269714286,0.314666667,High,,,0.00117551,0.003460208,0.0256,0.044944,0.072745796,0.099015111
0.034285714,0.058823529,0.16,0.212,0.269714286,0.309333333,High,,,0.00117551,0.003460208,0.0256,0.044944,0.072745796,0.095687111
0.034285714,0.058823529,0.16,0.212,0.274285714,0.309333333,High,,,0.00117551,0.003460208,0.0256,0.044944,0.075232653,0.095687111
0.034285714,0.058823529,0.156,0.208,0.274285714,0.309333333,High,,,0.00117551,0.003460208,0.024336,0.043264,0.075232653,0.095687111
0.034285714,0.058823529,0.156,0.204,0.274285714,0.304,High,,,0.00117551,0.003460208,0.024336,0.041616,0.075232653,0.092416
0.034285714,0.058823529,0.156,0.2,0.274285714,0.304,High,,,0.00117551,0.003460208,0.024336,0.04,0.075232653,0.092416
0.034285714,0.058823529,0.156,0.2,0.269714286,0.309333333,High,,,0.00117551,0.003460208,0.024336,0.04,0.072745796,0.095687111
0.034285714,0.058823529,0.156,0.196,0.269714286,0.309333333,High,,,0.00117551,0.003460208,0.024336,0.038416,0.072745796,0.095687111
0.034285714,0.058823529,0.16,0.196,0.269714286,0.314666667,High,,,0.00117551,0.003460208,0.0256,0.038416,0.072745796,0.099015111
0.036571429,0.061176471,0.16,0.196,0.269714286,0.32,High,,,0.001337469,0.003742561,0.0256,0.038416,0.072745796,0.1024
0.038857143,0.061176471,0.16,0.196,0.269714286,0.32,High,,,0.001509878,0.003742561,0.0256,0.038416,0.072745796,0.1024
0.038857143,0.063529412,0.16,0.196,0.274285714,0.32,High,,,0.001509878,0.004035986,0.0256,0.038416,0.075232653,0.1024
0.041142857,0.065882353,0.16,0.2,0.274285714,0.32,High,,,0.001692735,0.004340484,0.0256,0.04,0.075232653,0.1024
0.043428571,0.065882353,0.16,0.2,0.274285714,0.32,High,,,0.001886041,0.004340484,0.0256,0.04,0.075232653,0.1024
0.043428571,0.063529412,0.16,0.2,0.274285714,0.32,High,,,0.001886041,0.004035986,0.0256,0.04,0.075232653,0.1024
0.041142857,0.063529412,0.16,0.2,0.274285714,0.32,High,,,0.001692735,0.004035986,0.0256,0.04,0.075232653,0.1024
0.041142857,0.061176471,0.16,0.196,0.274285714,0.32,High,,,0.001692735,0.003742561,0.0256,0.038416,0.075232653,0.1024
0.041142857,0.058823529,0.16,0.196,0.274285714,0.325333333,High,,,0.001692735,0.003460208,0.0256,0.038416,0.075232653,0.105841778
0.041142857,0.061176471,0.16,0.196,0.274285714,0.330666667,High,,,0.001692735,0.003742561,0.0256,0.038416,0.075232653,0.109340445
0.041142857,0.063529412,0.16,0.196,0.274285714,0.336,High,,,0.001692735,0.004035986,0.0256,0.038416,0.075232653,0.112896
0.043428571,0.063529412,0.16,0.196,0.274285714,0.341333333,High,,,0.001886041,0.004035986,0.0256,0.038416,0.075232653,0.116508444
0.045714286,0.065882353,0.16,0.2,0.274285714,0.346666667,High,,,0.002089796,0.004340484,0.0256,0.04,0.075232653,0.120177778
0.045714286,0.065882353,0.16,0.2,0.274285714,0.346666667,High,,,0.002089796,0.004340484,0.0256,0.04,0.075232653,0.120177778
0.045714286,0.065882353,0.16,0.2,0.274285714,0.346666667,High,,,0.002089796,0.004340484,0.0256,0.04,0.075232653,0.120177778
0.045714286,0.063529412,0.16,0.2,0.274285714,0.346666667,High,,,0.002089796,0.004035986,0.0256,0.04,0.075232653,0.120177778
0.045714286,0.063529412,0.16,0.2,0.274285714,0.346666667,High,,,0.002089796,0.004035986,0.0256,0.04,0.075232653,0.120177778
0.045714286,0.063529412,0.16,0.2,0.274285714,0.346666667,High,,,0.002089796,0.004035986,0.0256,0.04,0.075232653,0.120177778
0.045714286,0.063529412,0.16,0.196,0.278857143,0.346666667,High,,,0.002089796,0.004035986,0.0256,0.038416,0.077761306,0.120177778
0.048,0.063529412,0.16,0.196,0.278857143,0.346666667,High,,,0.002304,0.004035986,0.0256,0.038416,0.077761306,0.120177778
0.048,0.063529412,0.16,0.196,0.283428571,0.346666667,High,,,0.002304,0.004035986,0.0256,0.038416,0.080331755,0.120177778
0.048,0.065882353,0.164,0.196,0.283428571,0.346666667,High,,,0.002304,0.004340484,0.026896,0.038416,0.080331755,0.120177778
0.050285714,0.065882353,0.168,0.196,0.288,0.346666667,High,,,0.002528653,0.004340484,0.028224,0.038416,0.082944,0.120177778
0.050285714,0.068235294,0.172,0.196,0.288,0.352,High,,,0.002528653,0.004656055,0.029584,0.038416,0.082944,0.123904
0.048,0.068235294,0.172,0.196,0.292571429,0.352,High,,,0.002304,0.004656055,0.029584,0.038416,0.085598041,0.123904
0.048,0.070588235,0.176,0.196,0.292571429,0.352,High,,,0.002304,0.004982699,0.030976,0.038416,0.085598041,0.123904
0.050285714,0.070588235,0.172,0.2,0.297142857,0.357333333,High,,,0.002528653,0.004982699,0.029584,0.04,0.088293877,0.127687111
0.050285714,0.072941176,0.172,0.2,0.297142857,0.368,High,,,0.002528653,0.005320415,0.029584,0.04,0.088293877,0.135424
0.050285714,0.072941176,0.172,0.204,0.297142857,0.368,High,,,0.002528653,0.005320415,0.029584,0.041616,0.088293877,0.135424
0.052571429,0.072941176,0.176,0.208,0.297142857,0.378666667,High,,,0.002763755,0.005320415,0.030976,0.043264,0.088293877,0.143388445
0.054857143,0.072941176,0.176,0.212,0.297142857,0.389333333,High,,,0.003009306,0.005320415,0.030976,0.044944,0.088293877,0.151580444
0.052571429,0.075294118,0.18,0.208,0.297142857,0.394666667,High,,,0.002763755,0.005669204,0.0324,0.043264,0.088293877,0.155761778
0.052571429,0.075294118,0.18,0.212,0.297142857,0.394666667,High,,,0.002763755,0.005669204,0.0324,0.044944,0.088293877,0.155761778
0.054857143,0.077647059,0.18,0.212,0.297142857,0.4,High,,,0.003009306,0.006029066,0.0324,0.044944,0.088293877,0.16
0.054857143,0.08,0.18,0.212,0.297142857,0.4,High,,,0.003009306,0.0064,0.0324,0.044944,0.088293877,0.16
0.054857143,0.082352941,0.18,0.212,0.301714286,0.4,High,,,0.003009306,0.006782007,0.0324,0.044944,0.09103151,0.16
0.057142857,0.082352941,0.18,0.216,0.301714286,0.4,High,,,0.003265306,0.006782007,0.0324,0.046656,0.09103151,0.16
0.057142857,0.082352941,0.18,0.216,0.306285714,0.4,High,,,0.003265306,0.006782007,0.0324,0.046656,0.093810939,0.16
0.057142857,0.082352941,0.18,0.22,0.310857143,0.4,High,,,0.003265306,0.006782007,0.0324,0.0484,0.096632163,0.16
0.057142857,0.082352941,0.184,0.22,0.310857143,0.4,High,,,0.003265306,0.006782007,0.033856,0.0484,0.096632163,0.16
0.057142857,0.082352941,0.184,0.22,0.310857143,0.405333333,High,,,0.003265306,0.006782007,0.033856,0.0484,0.096632163,0.164295111
0.057142857,0.082352941,0.184,0.22,0.315428571,0.410666667,High,,,0.003265306,0.006782007,0.033856,0.0484,0.099495183,0.168647111
0.059428571,0.082352941,0.184,0.22,0.315428571,0.421333333,High,,,0.003531755,0.006782007,0.033856,0.0484,0.099495183,0.177521777
0.061714286,0.082352941,0.184,0.22,0.315428571,0.426666667,High,,,0.003808653,0.006782007,0.033856,0.0484,0.099495183,0.182044445
0.061714286,0.084705882,0.184,0.224,0.32,0.432,High,,,0.003808653,0.007175086,0.033856,0.050176,0.1024,0.186624
0.061714286,0.087058824,0.188,0.228,0.32,0.432,High,,,0.003808653,0.007579239,0.035344,0.051984,0.1024,0.186624
0.064,0.089411765,0.188,0.232,0.324571429,0.437333333,High,,,0.004096,0.007994464,0.035344,0.053824,0.105346613,0.191260444
0.064,0.089411765,0.192,0.236,0.329142857,0.437333333,High,,,0.004096,0.007994464,0.036864,0.055696,0.10833502,0.191260444
0.061714286,0.091764706,0.196,0.244,0.333714286,0.442666667,High,,,0.003808653,0.008420761,0.038416,0.059536,0.111365225,0.195953778
0.064,0.091764706,0.196,0.244,0.338285714,0.448,High,,,0.004096,0.008420761,0.038416,0.059536,0.114437224,0.200704
0.068571429,0.091764706,0.196,0.248,0.342857143,0.453333333,High,,,0.004702041,0.008420761,0.038416,0.061504,0.117551021,0.205511111
0.068571429,0.091764706,0.2,0.252,0.342857143,0.453333333,High,,,0.004702041,0.008420761,0.04,0.063504,0.117551021,0.205511111
0.068571429,0.094117647,0.204,0.256,0.342857143,0.453333333,High,,,0.004702041,0.008858131,0.041616,0.065536,0.117551021,0.205511111
0.073142857,0.094117647,0.204,0.256,0.342857143,0.453333333,High,,,0.005349878,0.008858131,0.041616,0.065536,0.117551021,0.205511111
0.075428571,0.096470588,0.208,0.26,0.342857143,0.453333333,High,,,0.005689469,0.009306574,0.043264,0.0676,0.117551021,0.205511111
0.075428571,0.098823529,0.212,0.26,0.347428571,0.458666667,High,,,0.005689469,0.00976609,0.044944,0.0676,0.120706612,0.210375111
0.077714286,0.101176471,0.216,0.26,0.347428571,0.469333333,High,,,0.00603951,0.010236678,0.046656,0.0676,0.120706612,0.220273777
0.08,0.103529412,0.216,0.264,0.352,0.474666667,High,,,0.0064,0.010718339,0.046656,0.069696,0.123904,0.225308445
0.08,0.105882353,0.22,0.264,0.356571429,0.48,High,,,0.0064,0.011211073,0.0484,0.069696,0.127143184,0.2304
0.08,0.105882353,0.22,0.268,0.361142857,0.490666667,High,,,0.0064,0.011211073,0.0484,0.071824,0.130424163,0.240753778
0.08,0.105882353,0.22,0.272,0.361142857,0.496,High,,,0.0064,0.011211073,0.0484,0.073984,0.130424163,0.246016
0.08,0.105882353,0.224,0.28,0.365714286,0.496,High,,,0.0064,0.011211073,0.050176,0.0784,0.133746939,0.246016
0.08,0.105882353,0.224,0.284,0.365714286,0.501333333,High,,,0.0064,0.011211073,0.050176,0.080656,0.133746939,0.251335111
0.08,0.105882353,0.228,0.288,0.365714286,0.506666667,High,,,0.0064,0.011211073,0.051984,0.082944,0.133746939,0.256711111
0.08,0.105882353,0.232,0.292,0.370285714,0.506666667,High,,,0.0064,0.011211073,0.053824,0.085264,0.13711151,0.256711111
0.08,0.108235294,0.236,0.296,0.370285714,0.506666667,High,,,0.0064,0.011714879,0.055696,0.087616,0.13711151,0.256711111
0.082285714,0.110588235,0.236,0.296,0.374857143,0.506666667,High,,,0.006770939,0.012229758,0.055696,0.087616,0.140517878,0.256711111
0.082285714,0.112941176,0.24,0.296,0.379428571,0.512,High,,,0.006770939,0.012755709,0.0576,0.087616,0.14396604,0.262144
0.084571429,0.115294118,0.24,0.3,0.384,0.517333333,High,,,0.007152327,0.013292734,0.0576,0.09,0.147456,0.267633777
0.086857143,0.117647059,0.244,0.3,0.384,0.522666667,High,,,0.007544163,0.01384083,0.059536,0.09,0.147456,0.273180445
0.089142857,0.117647059,0.244,0.3,0.388571429,0.528,High,,,0.007946449,0.01384083,0.059536,0.09,0.150987755,0.278784
